Name,OtherNames,SpType,r_SpType,Adopt,3.6mag,e_3.6mag,f_3.6mag,4.5mag,e_4.5mag,f_4.5mag,5.8mag,e_5.8mag,f_5.8mag,8.0mag,e_8.0mag,f_8.0mag,24mag,e_24mag,f_24mag,W1mag,e_W1mag,f_W1mag,W2mag,e_W2mag,f_W2mag,W3mag,e_W3mag,f_W3mag,W4mag,e_W4mag,f_W4mag,Exc4.5,Exc8.0,Exc24,ExcW2,ExcW3,ExcW4,DiskType
2MASS J16052661-1957050,,M4.5,2,M4.5,,,out,,,out,,,out,,,out,7.23,0.04,,10.37,0.03,,10.01,0.02,,9.17,0.04,,7.04,0.09,,,,Y,Y,Y,Y,evolved
2MASS J16052726-1938466,Sco PMS 28,M1,12,M1,9.43,0.02,,9.34,0.02,,9.37,0.03,,9.29,0.03,,9.22,0.05,,9.5,0.02,,9.44,0.02,,9.22,0.04,,,,false,N,N,N,N,N,,
2MASS J16052787-2115510,,M4,2,M4,,,out,,,out,,,out,,,out,,,out,11.83,0.03,,11.6,0.03,,11.12,0.14,,,,false,,,,N,N,,
2MASS J16052852-2010376,,M1,22,M1,9.91,0.02,,9.85,0.02,,9.82,0.03,,9.81,0.03,,9.59,0.11,,9.93,0.02,,9.83,0.02,,9.75,0.05,,,,nodet,N,N,N,N,N,,
2MASS J16052877-2230135,,M5,2,M5,,,out,,,out,,,out,,,out,,,out,10.45,0.02,,10.26,0.02,,10.1,0.07,,,,nodet,,,,N,N,,
2MASS J16053077-2246200,,M6,19,M6,12.38,0.02,,12.28,0.02,,12.23,0.03,,12.28,0.04,,,,nodet,12.57,0.03,,12.27,0.03,,11.34,0.2,,,,nodet,N,N,,N,Y?,,evolved?
2MASS J16053128-1926240,,M5,22,M5,,,out,11.08,0.02,,,,out,11.02,0.03,,10.72,0.1,,11.32,0.03,,11.07,0.02,,10.71,0.1,,,,nodet,N,N,N,N,N,,
2MASS J16053153-1945435,,M0,2,M0,8.73,0.02,,,,out,8.66,0.03,,,,out,8.46,0.05,,8.83,0.02,,8.78,0.02,,8.66,0.03,,8.03,0.2,,,,N,N,N,N,
2MASS J16053215-1933159,,"M5,M4.75","22,2",M4.75,10.7,0.02,,10.38,0.02,,10.14,0.03,,9.66,0.03,,8.11,0.04,,10.9,0.02,,10.47,0.02,,8.99,0.03,,7.62,0.16,,Y,Y,Y,Y,Y,Y,evolved
2MASS J16053936-2152338,RX J1605.6-2152,"M1,M3.5","3,2",M3.5,,,out,9.35,0.02,,,,out,9.29,0.03,,8.93,0.05,,9.37,0.03,,9.29,0.03,,9.07,0.04,,,,false,N,N,N,N,N,,
2MASS J16054266-2004150,"RX J1605.7-2004,Sco PMS 29",M2,12,M2,,,sat,8.91,0.02,,8.82,0.03,,8.86,0.03,,8.69,0.06,,9.0,0.02,,8.88,0.02,,8.71,0.03,,,,false,N,N,N,N,N,,
2MASS J16054338-2150195,"HD 144254,HIP 78847",A0V,1,A0V,,,out,7.11,0.02,,,,out,7.15,0.03,,7.1,0.04,,7.11,0.04,,7.1,0.02,,7.09,0.02,,7.13,0.09,,N,N,N,N,N,N,
2MASS J16054416-2155054,,"M5,M5.5","17,2",M5.5,,,out,10.49,0.02,,,,out,10.4,0.03,,10.35,0.31,,10.76,0.02,,10.51,0.02,,10.37,0.08,,,,nodet,N,N,,N,N,,
2MASS J16054540-2023088,,M2,22,M2,,,out,9.83,0.02,,,,out,8.89,0.03,,6.1,0.04,,10.11,0.03,,9.76,0.02,,8.0,0.02,,6.13,0.05,,Y,Y,Y,Y,Y,Y,full
2MASS J16054565-1948353,,M4.5,2,M4.5,,,out,,,out,,,out,,,out,9.62,0.26,,11.56,0.03,,11.31,0.02,,10.95,0.12,,,,false,,,,N,N,,
2MASS J16054778-1945263,,M4,2,M4,,,out,,,out,,,out,,,out,,,out,11.07,0.02,,10.86,0.02,,10.85,0.13,,,,nodet,,,,N,N,,
2MASS J16055065-2533136,,"G7,K1Ve","4,5",G9,8.41,0.02,,8.42,0.02,,8.54,0.03,,8.36,0.03,,8.13,0.06,,8.4,0.02,,8.42,0.02,,8.35,0.03,,8.02,0.21,,N,N,N,N,N,N,
2MASS J16055407-1818443,UScoCTIO 108A,M7,23,M7,,,out,,,out,,,out,,,out,,,out,12.12,0.03,bin,11.67,0.03,bin,9.6,0.05,bin,7.59,0.15,bin,,,,Y,Y,Y,full
2MASS J16055409-1818488,UScoCTIO 108B,M9.5,23,M9.5,,,out,,,out,,,out,,,out,,,out,,,unres,,,unres,,,unres,,,unres,,,,,,,
2MASS J16055863-1949029,,M4,2,M4,,,out,,,out,,,out,,,out,6.94,0.04,,10.61,0.02,,10.31,0.02,,8.64,0.03,,7.05,0.1,,,,Y,N,Y,Y,evolved
2MASS J16060061-1957114,,"M5,M4","22,2",M4,,,out,9.8,0.02,,,,out,9.4,0.03,,6.82,0.04,,10.11,0.03,,9.81,0.02,,9.04,0.04,,7.0,0.1,,Y,Y,Y,Y,Y,Y,evolved
2MASS J16060171-2226534,,M0.5,2,M0.5,,,out,,,out,,,out,,,out,,,out,8.3,0.02,,8.21,0.02,,8.1,0.03,,8.29,0.26,,,,,N,N,,
2MASS J16060374-2219298,,"L2,M8.75","7,21",M8.75,13.71,0.03,,13.41,0.03,,,,out,,,out,,,out,13.97,0.04,bl,13.3,0.04,bl,,,false,,,nodet,N,,,N,,,
2MASS J16060391-2056443,,"M7.5,M7,M6.5","16,17,2",M6.5,,,out,,,out,,,out,,,out,8.18,0.05,,12.07,0.03,,11.59,0.03,,9.87,0.06,,8.06,0.21,,,,Y,Y,Y,Y,full
2MASS J16060629-2335133,,"L0,M8.5","7,2",M8.5,14.32,0.03,,13.99,0.03,,,,out,,,out,,,nodet,14.53,0.04,,13.99,0.05,,,,nodet,,,nodet,Y,,,Y,,,full
2MASS J16060637-2336226,"HD 144334,HIP 78877,V929 Sco",B8V,1,B8V,,,out,5.93,0.02,,,,out,6.0,0.03,,5.89,0.04,,5.81,0.06,,,,err,5.94,0.02,,5.67,0.05,,N,N,N,,N,N,
2MASS J16061144-1935405,,M5,24,M5,11.28,0.02,,10.82,0.02,,10.61,0.03,,9.94,0.03,,7.62,0.04,,11.51,0.02,bl,11.02,0.02,bl,9.29,0.04,,7.62,0.14,,Y,Y,Y,Y,Y,Y,full
2MASS J16061199-1935331,,M5,22,M5,10.66,0.02,,10.56,0.02,,10.49,0.03,,10.48,0.03,,,,out,10.81,0.03,bl,10.55,0.02,bl,,,false,,,nodet,N,N,,N,,,
2MASS J16061254-2036472,RX J1606.2-2036,K5,3,K5,,,out,8.67,0.02,,,,out,8.6,0.03,,8.56,0.05,,8.68,0.02,,8.66,0.02,,8.55,0.03,,8.21,0.28,,N,N,N,N,N,,
2MASS J16061330-2212537,,M4,2,M4,,,out,,,out,,,out,,,out,,,out,9.43,0.03,,9.26,0.02,,9.12,0.04,,8.08,0.21,,,,,N,N,Y?,debris/ev trans?
2MASS J16061935-1923326,,M5,22,M5,,,out,11.03,0.02,,,,out,10.99,0.03,,10.76,0.15,,11.25,0.03,,11.02,0.02,,11.07,0.14,,,,nodet,N,N,N,N,N,,
2MASS J16062196-1928445,"RX J1606.3-1928,Sco PMS 31",M0.5,12,M0.5,,,out,7.82,0.02,,,,out,7.49,0.03,,3.31,0.04,,8.21,0.02,,7.9,0.02,,6.58,0.02,,3.56,0.02,,Y,Y,Y,Y,Y,Y,transitional
2MASS J16062277-2011243,,M5,22,M5,10.72,0.02,,10.58,0.02,,10.44,0.03,,9.91,0.03,,6.43,0.04,,10.84,0.02,,10.58,0.02,,8.99,0.03,,6.74,0.07,,N,Y,Y,N,Y,Y,transitional
2MASS J16062389-1941165,,M5.25,2,M5.25,,,out,,,out,,,out,,,out,,,out,10.69,0.02,,10.43,0.02,,10.09,0.06,,,,nodet,,,,N,N,,
2MASS J16062637-2306113,UScoCTIO 84,M5.5,25,M5.5,,,out,,,out,,,out,,,out,,,out,12.12,0.02,,11.87,0.03,,,,false,,,nodet,,,,N,,,
2MASS J16062860-2043317,,M5.5,2,M5.5,,,out,,,out,,,out,,,out,,,out,10.51,0.02,,10.25,0.02,,10.07,0.06,,,,nodet,,,,N,N,,
2MASS J16062872-2003571,,M5,22,M5,,,out,10.07,0.02,,,,out,10.06,0.03,,9.91,0.09,,10.28,0.02,,10.09,0.02,,9.89,0.06,,,,false,N,N,N,N,N,,
2MASS J16062898-2052167,,"M5,M5.5","22,2",M5.5,,,out,,,out,,,out,,,out,,,out,9.7,0.03,,9.35,0.02,,8.2,0.03,,6.5,0.07,,,,,N,Y,Y,evolved
2MASS J16063169-2036232,,K6,4,K6,,,out,8.51,0.02,,,,out,8.47,0.03,,8.36,0.04,,8.66,0.02,,8.61,0.02,,8.46,0.03,,,,false,N,N,N,N,N,,
2MASS J16063210-2020538,,M5,22,M5,,,out,,,out,,,out,,,out,,,nodet,11.8,0.03,,11.55,0.02,,11.05,0.14,,,,nodet,,,,N,N,,
2MASS J16063245-2208245,,K7,2,K7,,,out,,,out,,,out,,,out,,,out,8.74,0.03,,8.74,0.02,,8.64,0.03,,8.4,0.28,,,,,N,N,,
2MASS J16063461-2255043,UScoCTIO 17,M5,25,M5,,,out,,,out,,,out,,,out,,,out,10.79,0.03,,10.52,0.02,,10.26,0.08,,,,nodet,,,,N,N,,
2MASS J16063539-2516510,,M4.5,2,M4.5,,,out,,,out,,,out,,,out,,,out,11.4,0.03,,11.01,0.02,,9.31,0.04,,8.16,0.22,,,,,Y,Y,Y,evolved
2MASS J16063741-2108404,RX J1606.6-2108,M1,3,M1,,,out,,,out,,,out,,,out,,,out,8.93,0.03,,8.85,0.02,,8.7,0.03,,,,false,,,,N,N,,
2MASS J16063922-2248340,,M5,25,M5,,,out,,,out,,,out,,,out,,,out,11.23,0.02,bl,11.01,0.02,bl,,,false,,,false,,,,N,,,
2MASS J16063990-2001281,Sco PMS 32,M3,12,M3,,,out,9.8,0.02,,,,out,9.79,0.03,,9.67,0.07,,9.94,0.02,,9.81,0.02,,9.71,0.05,,,,false,N,N,N,N,N,,
2MASS J16064102-2455489,,M4.5,2,M4.5,,,out,,,out,,,out,,,out,,,out,11.62,0.02,,11.14,0.02,,9.75,0.06,,8.19,0.25,,,,,Y,Y,Y,evolved
2MASS J16064115-2517044,,M3.25,2,M3.25,,,out,,,out,,,out,,,out,,,out,10.49,0.03,,10.11,0.02,,8.86,0.03,,7.38,0.16,,,,,Y,Y,Y,evolved
2MASS J16064266-1851140,,M8,2,M8,,,out,,,out,,,out,,,out,,,out,12.64,0.03,,12.05,0.03,,10.52,0.09,,,,false,,,,Y,Y,,full
2MASS J16064385-1908056,,K6,22,K6,,,out,8.85,0.02,,,,out,8.52,0.03,,6.87,0.04,,9.01,0.02,,8.87,0.02,,8.1,0.03,,6.83,0.08,,N,Y,Y,N,Y,Y,evolved
2MASS J16064751-2022322,,M2,22,M2,,,out,9.65,0.02,,,,out,9.63,0.03,,9.23,0.04,,9.77,0.03,,9.67,0.02,,9.62,0.05,,,,nodet,N,N,N,N,N,,
2MASS J16064818-2230400,,"M8,M8.5","7,25",M8.5,13.43,0.03,,13.29,0.03,,,,out,,,out,,,out,13.63,0.03,,13.37,0.04,,,,false,,,nodet,N,,,N,,,
2MASS J16064842-2040088,"HD 144470,HIP 78933,omega Sco",B1V,1,B1V,,,out,4.12,0.02,,,,out,4.24,0.03,,4.25,0.04,,4.06,0.1,,,,err,4.23,0.02,,4.31,0.09,,N,N,N,,N,N,
2MASS J16065018-2309539,,M5,25,M5,,,out,,,out,,,out,,,out,,,out,10.73,0.03,,10.53,0.02,,10.42,0.08,,,,false,,,,N,N,,
2MASS J16065436-2416107,,M3,4,M3,,,out,8.69,0.02,,,,out,8.61,0.03,,8.49,0.05,,8.69,0.02,,8.65,0.02,,8.54,0.03,,,,false,N,N,N,N,N,,
2MASS J16065502-2200161,,M4,2,M4,,,out,,,out,,,out,,,out,,,out,9.97,0.03,,9.83,0.02,,9.62,0.05,,,,nodet,,,,N,N,,
2MASS J16065937-2033047,,M2.5,15,M2.5,,,out,,,out,,,out,,,out,,,out,9.42,0.02,bl,9.26,0.02,bl,,,false,,,nodet,,,,N,,,
2MASS J16070009-2043102,,M4.25,2,M4.25,,,out,,,out,,,out,,,out,,,nodet,10.62,0.02,,10.45,0.02,,10.24,0.08,,,,nodet,,,,N,N,,
2MASS J16070014-2033092,,"M2,M2.75","22,2",M2.75,,,out,,,out,,,out,,,out,4.75,0.04,,9.71,0.02,bl,9.32,0.02,bl,7.38,0.02,,4.94,0.03,,,,Y,Y,Y,Y,full
2MASS J16070051-2206362,,M3.5,2,M3.5,,,out,,,out,,,out,,,out,,,out,10.33,0.03,,10.2,0.02,,10.03,0.07,,,,nodet,,,,N,N,,
2MASS J16070169-2028579,,M5.25,2,M5.25,11.55,0.02,,,,out,10.84,0.03,,,,out,7.84,0.05,,11.74,0.02,,11.21,0.02,,9.61,0.04,,7.61,0.15,,,,Y,Y,Y,Y,full
2MASS J16070211-2019387,,M5,22,M5,,,out,10.44,0.02,,,,out,9.83,0.03,,7.29,0.04,,10.87,0.03,,10.4,0.02,,9.03,0.03,,7.77,0.17,,Y,Y,Y,Y,Y,Y,full
2MASS J16070356-2036264,RX J1607.0-2036,M0,3,M0,,,out,,,out,,,out,,,out,7.69,0.05,,7.92,0.02,,7.87,0.02,,7.76,0.02,,7.68,0.18,,,,N,N,N,N,
2MASS J16070373-2043074,RX J1607.0-2043,"M1,M2","3,2",M2,,,out,,,out,,,out,,,out,,,out,9.37,0.02,,9.29,0.02,,9.09,0.04,,,,nodet,,,,N,N,,
2MASS J16070393-1911338,RX J1607.0-1911,M1,3,M1,,,out,8.94,0.02,,,,out,8.89,0.03,,8.68,0.05,,9.07,0.02,,8.96,0.02,,8.79,0.03,,,,nodet,N,N,N,N,N,,
2MASS J16070468-1656356,"HD 144569,HIP 78956",B9.5V,1,B9.5V,,,out,7.18,0.02,,,,out,7.23,0.03,,6.7,0.04,,7.16,0.03,,7.19,0.02,,7.11,0.02,,6.7,0.07,,N,N,Y,N,N,Y,debris/ev trans
2MASS J16070474-2015557,,M4,22,M4,,,out,11.08,0.02,,,,out,11.04,0.03,,11.41,0.22,,11.28,0.03,,11.08,0.02,,11.04,0.14,,,,nodet,N,N,N,N,N,,
2MASS J16070633-2248280,,M4.5,25,M4.5,,,out,,,out,,,out,,,out,,,out,10.52,0.02,,10.37,0.02,,10.26,0.08,,,,nodet,,,,N,N,,
2MASS J16070700-2515127,,M4.5,2,M4.5,,,out,,,out,,,out,,,out,,,out,10.98,0.02,,10.79,0.02,,10.49,0.09,,,,nodet,,,,N,N,,
2MASS J16070767-1927161,,M2,22,M2,,,out,9.48,0.02,,,,out,9.43,0.03,,9.09,0.04,,9.6,0.02,,9.45,0.02,,9.33,0.04,,,,false,N,N,N,N,N,,
2MASS J16070873-1927341,,M4,22,M4,,,out,10.82,0.02,,,,out,10.77,0.03,,9.96,0.2,,11.02,0.02,,10.82,0.02,,10.52,0.09,,,,nodet,N,N,Y,N,N,,debris/ev trans
2MASS J16071007-1917046,,M2,22,M2,11.37,0.02,,,,out,11.19,0.04,,,,out,,,out,11.49,0.02,,11.23,0.02,,10.99,0.14,,,,nodet,,,,N,N,,
2MASS J16071199-2123472,,M4,2,M4,,,out,,,out,,,out,,,out,,,out,10.83,0.02,,10.64,0.02,,10.34,0.08,,,,nodet,,,,N,N,,
2MASS J16071267-2705580,"HD 144499,HIP 78963",A9V,8,A9V,,,out,7.26,0.02,,,,out,7.35,0.03,,7.31,0.04,,7.26,0.03,,7.26,0.02,,7.25,0.02,,7.26,0.12,,N,N,N,N,N,N,
2MASS J16071348-2106016,,M5.5,2,M5.5,,,out,,,out,,,out,,,out,,,out,11.15,0.02,,10.89,0.02,,9.04,0.04,,6.69,0.09,,,,,N,Y,Y,full
2MASS J16071444-2051518,,M2,2,M2,,,out,,,out,,,out,,,out,,,out,9.43,0.02,,9.34,0.02,,9.24,0.05,,,,false,,,,N,N,,
2MASS J16071478-2321011,,"L0,M9.25","7,2",M9.25,14.15,0.03,,13.83,0.03,,,,out,,,out,,,out,14.44,0.04,,13.8,0.05,,,,nodet,,,nodet,N,,,N,,,
2MASS J16071493-1756097,"HD 144586,HIP 78968",B9V,1,B9V,,,out,7.36,0.02,,,,out,7.44,0.03,,6.69,0.04,,7.33,0.03,,7.37,0.02,,7.28,0.02,,6.8,0.08,,N,N,Y,N,N,Y,debris/ev trans
2MASS J16071607-2044437,,"M4,M4","22,2",M4,,,out,,,out,,,out,,,out,,,out,10.22,0.02,,10.06,0.02,,9.84,0.06,,8.51,0.33,ext,,,,N,N,,
2MASS J16071750-1820348,,M8,2,M8,,,out,,,out,,,out,,,out,,,out,13.06,0.03,,12.58,0.03,,11.98,0.36,,,,nodet,,,,Y,,,full
2MASS J16071778-2203364,"HD 144548,HIP 78977","F7V,F7V,F8V","1,5,9",F8V,,,out,,,out,,,out,,,out,6.68,0.04,,6.76,0.04,,6.72,0.02,,6.71,0.02,,6.58,0.07,,,,N,N,N,N,
2MASS J16071971-2020555,,M3,22,M3,,,out,10.41,0.02,,,,out,10.35,0.03,,9.79,0.09,,10.57,0.02,,10.4,0.02,,10.14,0.07,,,,nodet,N,N,Y,N,N,,debris/ev trans
2MASS J16072240-2011581,,"M5,M5.5","22,17",M5.5,11.07,0.02,,,,out,10.5,0.03,,,,out,,,out,11.25,0.03,,10.78,0.02,,9.29,0.04,,7.33,0.12,,,,,Y,Y,Y,full
2MASS J16072382-2211018,,"L1,M8.5,M7.5","7,21,25",M8.5,13.45,0.03,,13.36,0.03,,,,out,,,out,,,out,13.7,0.03,,13.41,0.04,,,,false,,,nodet,N,,,N,,,
2MASS J16072625-2432079,,M3.5,2,M3.5,,,out,,,out,,,out,,,out,,,out,9.68,0.02,,9.34,0.02,,6.83,0.02,,4.84,0.03,,,,,N,Y,Y,full
2MASS J16072641-2144169,,M6,17,M6,,,out,,,out,,,out,,,out,,,out,13.43,0.03,,13.17,0.04,,,,nodet,,,nodet,,,,N,,,
2MASS J16072682-1855239,,M1,14,M1,,,out,,,out,,,out,,,out,,,out,10.46,0.02,,10.29,0.02,,10.21,0.07,,,,nodet,,,,N,N,,
2MASS J16072747-2059442,,M4.75,2,M4.75,,,out,,,out,,,out,,,out,,,out,10.01,0.02,,9.72,0.02,,8.86,0.03,,6.63,0.07,,,,,N,Y,Y,evolved
2MASS J16072754-2018344,,M5,22,M5,11.06,0.02,,10.94,0.02,,10.95,0.03,,10.95,0.03,,,,nodet,11.15,0.02,,10.89,0.02,,10.81,0.12,,,,nodet,N,N,,N,N,,
2MASS J16072782-2239040,,"L1,M9","7,2",M9,14.77,0.03,,14.57,0.03,,,,out,,,out,,,out,15.06,0.05,,14.59,0.09,,,,nodet,,,nodet,N,,,N,,,
2MASS J16072853-2407543,,M4.5,2,M4.5,,,out,,,out,,,out,,,out,,,out,10.09,0.02,,9.89,0.02,,9.72,0.05,,,,false,,,,N,N,,
2MASS J16072992-2357023,"HD 144587,HIP 78996",A9V,1,A9V,,,out,7.21,0.02,,,,out,7.16,0.03,,5.73,0.04,,7.2,0.03,,7.2,0.02,,6.89,0.02,,5.79,0.05,,N,N,Y,N,Y,Y,debris/ev trans
2MASS J16073556-2027134,,M5,22,M5,,,out,,,out,,,out,,,out,,,out,11.72,0.02,,11.49,0.02,,11.39,0.19,,,,false,,,,N,N,,
2MASS J16073799-2242468,,"L0,M8.75","7,2",M8.75,14.69,0.03,,14.5,0.03,,,,out,,,out,,,out,15.16,0.05,bl,14.73,0.09,bl,,,nodet,,,nodet,N,,,N,,,
2MASS J16073939-1917472,,M2,22,M2,,,out,9.54,0.02,,,,out,9.5,0.03,,8.34,0.05,,9.63,0.02,,9.54,0.02,,9.33,0.04,,8.41,0.32,,N,N,Y,N,N,,debris/ev trans
2MASS J16074036-2357019,,M5.75,2,M5.75,,,out,,,out,,,out,,,out,,,nodet,12.52,0.03,,12.1,0.03,,11.75,0.3,,,,nodet,,,,N,,,
2MASS J16074200-2107302,,M5,2,M5,,,out,,,out,,,out,,,out,,,out,11.09,0.02,,10.86,0.02,,10.57,0.1,,,,false,,,,N,N,,
2MASS J16074449-2036030,,M4,22,M4,8.82,0.02,,,,out,,,out,,,out,8.61,0.06,,8.93,0.02,,8.78,0.02,,8.6,0.03,,,,false,,,N,N,N,,
2MASS J16074522-2222574,UScoCTIO 50,M5.75,25,M5.75,,,out,,,out,,,out,,,out,,,out,11.28,0.02,,11.03,0.02,,11.05,0.14,,,,nodet,,,,N,N,,
2MASS J16075039-2221021,UScoCTIO 43,M5.75,25,M5.75,,,out,,,out,,,out,,,out,,,out,10.8,0.02,,10.23,0.02,,8.88,0.03,,7.36,0.13,,,,,Y,Y,Y,evolved
2MASS J16075188-2427443,"HD 144661,HIP 79031",B8IV/V,1,B8IV/V,,,out,,,out,,,out,,,out,6.57,0.05,,6.44,0.05,,6.44,0.02,,6.53,0.02,,6.53,0.06,,,,N,N,N,N,
2MASS J16075567-2443267,,M5.5,17,M5.5,,,out,,,out,,,out,,,out,,,out,12.3,0.03,,11.83,0.03,,10.31,0.08,,,,nodet,,,,Y,Y,,full
2MASS J16075796-2040087,[T64] 2,>M1,15,>M1,,,out,,,out,,,out,,,out,1.42,0.04,,6.37,0.04,,,,err,3.88,0.02,,1.8,0.02,,,,Y,,Y,Y,full
2MASS J16075850-2039485,,M6,19,M6,12.14,0.02,,11.95,0.02,,11.73,0.1,,11.42,0.2,,,,nodet,,,unres,,,unres,,,unres,,,unres,N,,,,,,
2MASS J16075875-2441319,,M4,2,M4,,,out,,,out,,,out,,,out,,,out,9.67,0.02,,9.48,0.02,,9.37,0.04,,,,false,,,,N,N,,
2MASS J16080051-2040289,,"M5,M4.75","22,2",M4.75,10.95,0.02,,10.85,0.02,,10.74,0.03,,10.75,0.03,,,,nodet,11.07,0.03,,10.85,0.02,,,,false,,,false,N,N,,N,,,
2MASS J16080141-2027416,,K8,22,K8,,,out,9.12,0.02,,,,out,9.07,0.03,,8.78,0.05,,9.18,0.02,,9.16,0.02,,9.02,0.04,,,,false,N,N,N,N,N,,
2MASS J16080157-1927579,,M4,22,M4,,,out,9.4,0.02,,,,out,9.36,0.03,,9.31,0.07,,9.53,0.03,,9.4,0.02,,9.28,0.04,,,,nodet,N,N,N,N,N,,
2MASS J16080217-2259057,,M5.75,25,M5.75,,,out,,,out,,,out,,,out,,,out,11.02,0.03,,10.8,0.02,,10.88,0.12,,,,nodet,,,,N,N,,
2MASS J16080238-2022338,,M5,22,M5,,,out,10.17,0.02,,,,out,10.13,0.03,,10.02,0.09,,10.4,0.02,,10.17,0.02,,10.02,0.06,,,,nodet,N,N,N,N,N,,
2MASS J16080245-2531392,,M4.75,2,M4.75,,,out,,,out,,,out,,,out,,,out,10.8,0.02,,10.56,0.02,,10.53,0.09,,,,nodet,,,,N,N,,
2MASS J16080370-1812385,,M4,14,M4,,,out,,,out,,,out,,,out,,,out,13.32,0.03,bl,13.11,0.04,bl,,,false,,,nodet,,,,N,,,
2MASS J16080422-2129195,,M2.5,2,M2.5,,,out,,,out,,,out,,,out,,,out,9.69,0.03,,9.6,0.02,,9.5,0.04,,,,nodet,,,,N,N,,
2MASS J16080432-1947126,,M4,22,M4,,,out,10.53,0.02,,,,out,10.43,0.03,,10.68,0.14,,10.44,0.03,,10.55,0.02,,10.3,0.07,,,,nodet,N,N,N,N,N,,
2MASS J16080555-2218070,,M3.25,25,M3.25,,,out,,,out,,,out,,,out,,,out,9.72,0.02,,9.62,0.02,,9.46,0.04,,8.14,0.25,,,,,N,N,Y,debris/ev trans
2MASS J16080745-2345055,,M6.5,25,M6.5,,,out,,,out,,,out,,,out,,,out,12.86,0.03,,12.21,0.04,,,,false,,,nodet,,,,Y,,,full
2MASS J16080847-2224599,,M4,25,M4,,,out,,,out,,,out,,,out,,,out,10.64,0.02,,10.51,0.02,,10.54,0.1,,,,nodet,,,,N,N,,
2MASS J16081050-2351024,"HD 144729,HIP 79054","F0V,F3V","1,9",F3V,,,out,,,out,,,out,,,out,7.44,0.05,,7.77,0.03,,7.79,0.02,,7.66,0.03,,7.39,0.15,,,,Y,N,N,N,debris/ev trans
2MASS J16081081-2229428,,"M5,M5.75","17,25",M5.5,11.37,0.03,,11.18,0.03,,,,out,,,out,,,out,11.51,0.03,,11.2,0.03,,9.2,0.04,,7.2,0.1,,N,,,N,Y,Y,full
2MASS J16081399-2247393,,M4.5,25,M4.5,,,out,,,out,,,out,,,out,,,out,10.62,0.02,,10.42,0.02,,10.16,0.07,,,,nodet,,,,N,N,,
2MASS J16081474-1908327,,K2,4,K2,8.31,0.02,,8.28,0.02,,8.27,0.03,,8.3,0.03,,8.2,0.04,,8.29,0.02,,8.3,0.02,,8.22,0.03,,8.25,0.24,,N,N,N,N,N,N,
2MASS J16081535-2038111,,"M3,M3.5","22,2",M3.5,,,out,10.41,0.02,,,,out,10.36,0.03,,9.75,0.08,,10.57,0.03,,10.34,0.02,,10.37,0.09,,,,nodet,N,N,N,N,N,,
2MASS J16081561-2048022,,M3,2,M3,,,out,,,out,,,out,,,out,9.77,0.12,,9.73,0.02,,9.59,0.02,,9.52,0.04,,,,nodet,,,N,N,N,,
2MASS J16081566-2222199,,M3.25,25,M3.25,,,out,,,out,,,out,,,out,,,out,9.77,0.03,bl,9.62,0.02,bl,7.19,0.02,,4.92,0.03,,,,,N,Y,Y,full
2MASS J16081758-2348508,,M5.5,2,M5.5,,,out,,,out,,,out,,,out,,,nodet,12.6,0.2,,11.8,0.2,,,,nodet,,,nodet,,,,Y?,,,full?
2MASS J16081836-1900594,,M3,14,M3,,,out,9.89,0.02,,,,out,9.84,0.03,,9.83,0.13,,10.06,0.02,,9.89,0.02,,9.68,0.05,,,,false,N,N,N,N,N,,
2MASS J16081843-2232248,,"L0,M9.25","7,2",M9.25,14.09,0.03,,13.96,0.03,,,,out,,,out,,,out,14.28,0.03,bl,14.05,0.06,bl,,,nodet,,,nodet,N,,,N,,,
2MASS J16082078-2131234,,M4,2,M4,,,out,,,out,,,out,,,out,,,out,10.67,0.02,,10.45,0.02,,10.22,0.07,,,,nodet,,,,N,N,,
2MASS J16082096-1832197,,M5.5,2,M5.5,,,out,,,out,,,out,,,out,,,out,13.12,0.03,,12.82,0.03,,,,nodet,,,nodet,,,,N,,,
2MASS J16082229-2217029,,M5.75,25,M5.75,,,out,,,out,,,out,,,out,,,out,11.85,0.03,,11.56,0.02,,11.07,0.15,,,,nodet,,,,N,N,,
2MASS J16082234-1930052,,M1,14,M1,8.82,0.02,,8.77,0.02,,8.76,0.03,,8.75,0.03,,,,out,8.88,0.03,bl,8.79,0.03,bl,,,false,,,false,N,N,,N,,,
2MASS J16082303-2335293,,M3.25,25,M3.25,,,sat,9.81,0.03,,,,out,,,out,9.51,0.22,,9.88,0.03,,9.76,0.02,,9.63,0.05,,,,false,N,,N,N,N,,
2MASS J16082324-1930009,[T64] 3,K9,22,K9,9.19,0.02,,8.97,0.02,,8.71,0.03,,7.9,0.03,,4.93,0.04,,9.17,0.02,bl,8.98,0.02,bl,6.97,0.02,,5.05,0.03,,Y,Y,Y,Y,Y,Y,full
2MASS J16082356-1911315,,M3,22,M3,,,out,9.72,0.02,,,,out,9.68,0.03,,9.39,0.05,,9.9,0.02,,9.75,0.02,,9.57,0.05,,,,nodet,N,N,N,N,N,,
2MASS J16082387-1935518,,M1,22,M1,9.0,0.02,,8.95,0.02,,8.91,0.03,,8.9,0.03,,8.73,0.06,,9.07,0.02,,8.97,0.02,,8.83,0.03,,,,false,N,N,N,N,N,,
