Name,OtherNames,SpType,r_SpType,Adopt,3.6mag,e_3.6mag,f_3.6mag,4.5mag,e_4.5mag,f_4.5mag,5.8mag,e_5.8mag,f_5.8mag,8.0mag,e_8.0mag,f_8.0mag,24mag,e_24mag,f_24mag,W1mag,e_W1mag,f_W1mag,W2mag,e_W2mag,f_W2mag,W3mag,e_W3mag,f_W3mag,W4mag,e_W4mag,f_W4mag,Exc4.5,Exc8.0,Exc24,ExcW2,ExcW3,ExcW4,DiskType,MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,OTYPE,SP_TYPE,SP_QUAL,SP_NATURE,SP_BIBCODE,INPUT
2MASS J15560497-2106461,,"M7,M7,M6.5","16,17,2",M6.5,,,out,,,out,,,out,,,out,,,nodet,12.72,0.03,,12.45,0.03,,,,false,,,nodet,,,,N,,,,2MASS J15560497-2106461,15 56 04.971,-21 06 46.14,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M7,D,,2008ApJ...688..377S,2MASS J15560497-2106461
2MASS J15561978-2423288,,M4.5,17,M4.5,,,out,,,out,,,out,,,out,,,out,12.24,0.03,,12.0,0.03,,,,false,,,nodet,,,,N,,,,2MASS J15561978-2423288,15 56 19.785,-24 23 28.88,7.0,7.0,80.0,70.0,0.0,B,I,2003yCat.2246....0C,pMS*,M4.5,D,,2008ApJ...688..377S,2MASS J15561978-2423288
2MASS J15562477-2225552,,M4,14,M4,,,out,9.75,0.02,,,,out,8.85,0.03,,6.18,0.04,,10.26,0.03,,9.71,0.02,,8.28,0.03,,6.45,0.06,,Y,Y,Y,Y,Y,Y,full,2MASS J15562477-2225552,15 56 24.774,-22 25 55.26,7.0,7.0,70.0,60.0,0.0,B,I,2003yCat.2246....0C,*inAssoc,M4e,D,,,2MASS J15562477-2225552
2MASS J15562563-2240271,,M3,14,M3,,,out,10.12,0.02,,,,out,10.05,0.03,,9.84,0.07,,10.28,0.02,,10.12,0.02,,10.01,0.06,,,,nodet,N,N,N,N,N,,,2MASS J15562563-2240271,15 56 25.630,-22 40 27.19,7.0,7.0,25.0,25.0,90.0,B,O,2003yCat.1289....0Z,*inAssoc,M3,D,,2009A&A...504..981B,2MASS J15562563-2240271
2MASS J15562941-2348197,"RX J155629.3-234821,Sco PMS 13",M1.5,12,M1.5,,,out,8.6,0.02,,,,out,8.55,0.03,,8.42,0.06,,8.64,0.02,,8.61,0.02,,8.48,0.03,,8.55,0.33,,N,N,N,N,N,,,V* V1144 Sco,15 56 29.417,-23 48 19.75,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,BYDra,M1.5,D,,,2MASS J15562941-2348197
2MASS J15562954-2256581,,M3,14,M3,,,out,10.14,0.02,,,,out,10.08,0.03,,10.08,0.12,,10.27,0.03,,10.15,0.02,,9.95,0.06,,,,nodet,N,N,N,N,N,,,2MASS J15562954-2256581,15 56 29.543,-22 56 58.12,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,*inAssoc,M3,D,,2009A&A...504..981B,2MASS J15562954-2256581
2MASS J15564785-2311026,"HD 142705,HIP 78099",A0V,1,A0V,,,out,7.13,0.02,,,,out,7.2,0.03,,6.87,0.04,,7.12,0.03,,7.13,0.02,,7.09,0.02,,6.87,0.09,,N,N,Y,N,N,N,debris/ev trans,HD 142705,15 56 47.8542,-23 11 02.669,9.0,9.0,7.119999885559082,5.519999980926514,90.0,A,O,2007A&A...474..653V,Star,A0V,C,,1988MSS...C04....0H,2MASS J15564785-2311026
2MASS J15565307-2912507,"HD 142669,HIP 78104,rho Sco",B2IV/V,8,B2IV/V,,,out,4.51,0.02,,,,out,4.62,0.03,,4.62,0.04,,4.52,0.08,,,,err,4.59,0.02,,4.62,0.03,,N,N,N,,N,N,,* rho Sco,15 56 53.0762,-29 12 50.661,9.0,9.0,1.850000023841858,1.659999966621399,146.0,A,O,2007A&A...474..653V,SB*,B2IV-V,C,,,2MASS J15565307-2912507
2MASS J15565496-2329477,Sco PMS 14,M3,12,M3,,,out,,,out,,,out,,,out,,,out,10.18,0.03,,10.02,0.02,,9.93,0.06,,,,nodet,,,,N,N,,,V* V1145 Sco,15 56 54.969,-23 29 47.80,7.0,7.0,70.0,60.0,0.0,B,I,2003yCat.2246....0C,BYDra,,,,,2MASS J15565496-2329477
2MASS J15565545-2258403,,M0,14,M0,,,out,9.24,0.02,,,,out,9.17,0.03,,8.93,0.06,,9.31,0.03,,9.24,0.02,,9.13,0.04,,,,nodet,N,N,N,N,N,,,2MASS J15565545-2258403,15 56 55.458,-22 58 40.36,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,*inAssoc,M0e,D,,,2MASS J15565545-2258403
2MASS J15570234-1950419,,K7,4,K7,8.23,0.02,,8.26,0.02,,8.19,0.03,,8.19,0.03,,8.26,0.08,,8.21,0.02,,8.22,0.02,,8.14,0.03,,8.47,0.35,,N,N,N,N,N,,,2MASS J15570234-1950419,15 57 02.340,-19 50 41.98,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,TTau*,K7,D,,,2MASS J15570234-1950419
2MASS J15570641-2206060,,M4,14,M4,,,out,10.19,0.02,,,,out,9.53,0.03,,7.45,0.04,,10.78,0.02,,10.33,0.02,,8.95,0.04,,7.35,0.13,,Y,Y,Y,Y,Y,Y,full,2MASS J15570641-2206060,15 57 06.419,-22 06 06.10,7.0,7.0,70.0,60.0,11.0,B,I,2003yCat.2246....0C,*inAssoc,M4,D,,2009A&A...504..981B,2MASS J15570641-2206060
2MASS J15571279-2343465,UScoCTIO 104,"M5,M5.5","18,2",M5.5,,,out,,,out,,,out,,,out,,,nodet,12.31,0.03,,12.06,0.03,,,,false,,,nodet,,,,N,,,,2MASS J15571279-2343465,15 57 12.791,-23 43 46.58,7.0,7.0,90.0,60.0,0.0,B,I,2003yCat.2246....0C,brownD*,M5,D,,,2MASS J15571279-2343465
2MASS J15571674-2529192,RX J1557.3-2529,M0,3,M0,,,out,8.7,0.02,,,,out,8.65,0.03,,8.53,0.06,,8.74,0.02,,8.7,0.02,,8.59,0.03,,8.53,0.41,,N,N,N,N,N,,,2MASS J15571674-2529192,15 57 16.741,-25 29 19.25,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M0,D,,2000A&A...356..541K,2MASS J15571674-2529192
2MASS J15571998-2338499,"RX J155720.1-233847,Sco PMS 15",M0,12,M0,,,out,,,out,,,out,,,out,,,out,8.76,0.02,,8.73,0.02,,8.61,0.03,,,,false,,,,N,N,,,V* V1146 Sco,15 57 19.987,-23 38 50.00,7.0,7.0,80.0,60.0,0.0,B,I,2003yCat.2246....0C,BYDra,M0,D,,,2MASS J15571998-2338499
2MASS J15572343-2924290,,M6.5,2,M6.5,,,out,,,out,,,out,,,out,,,out,13.57,0.03,bl,13.27,0.04,bl,,,nodet,,,nodet,,,,N,,,,2MASS J15572343-2924290,15 57 23.432,-29 24 29.02,7.0,7.0,70.0,60.0,11.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J15572343-2924290
2MASS J15572575-2354220,"RX J155724.4-235435,Sco PMS 16",M0.5,12,M0.5,,,out,,,out,,,out,,,out,,,out,8.84,0.02,,8.76,0.02,,8.54,0.04,,7.95,0.21,ext,,,,N,N,,,V* V1147 Sco,15 57 25.758,-23 54 22.01,7.0,7.0,70.0,70.0,90.0,B,I,2003yCat.2246....0C,BYDra,M0.5,D,,,2MASS J15572575-2354220
2MASS J15572849-2219051,,M5,14,M5,,,out,,,out,,,out,,,out,,,out,11.35,0.03,,11.13,0.02,,10.93,0.12,,,,nodet,,,,N,N,,,2MASS J15572849-2219051,15 57 28.491,-22 19 05.11,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,*inAssoc,M5,D,,2009A&A...504..981B,2MASS J15572849-2219051
2MASS J15572919-2215237,,M5,14,M5,,,out,,,out,,,out,,,out,,,out,12.32,0.03,,12.13,0.03,,11.48,0.21,,,,nodet,,,,N,N,,,2MASS J15572919-2215237,15 57 29.199,-22 15 23.72,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,*inAssoc,M5e,D,,,2MASS J15572919-2215237
2MASS J15572986-2258438,UScoCTIO 13,M4,14,M4,,,out,10.48,0.02,,,,out,9.97,0.03,,7.6,0.11,,10.86,0.02,,10.5,0.02,,9.27,0.04,,7.33,0.12,,Y,Y,Y,Y,Y,Y,evolved,2MASS J15572986-2258438,15 57 29.862,-22 58 43.85,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,*inAssoc,M4,D,,2009A&A...504..981B,2MASS J15572986-2258438
2MASS J15573430-2321123,"RX J155734.4-232112,Sco PMS 17",M1,12,M1,,,out,8.68,0.02,,,,out,8.6,0.03,,,,nodet,8.8,0.03,,8.69,0.02,,,,bl,,,bl,N,N,,N,,,,V* V1148 Sco,15 57 34.305,-23 21 12.32,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,BYDra,M1,D,,,2MASS J15573430-2321123
2MASS J15573718-2245251,,M2,14,M2,,,out,,,out,,,out,,,out,,,nodet,12.38,0.03,,12.24,0.03,,,,false,,,nodet,,,,N,,,,2MASS J15573718-2245251,15 57 37.184,-22 45 25.17,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,*inAssoc,M2,D,,,2MASS J15573718-2245251
2MASS J15574046-2058591,"HD 142883,HIP 78168",B3V,1,B3V,,,out,5.75,0.02,,,,out,5.85,0.03,,5.83,0.04,,5.73,0.06,,,,err,5.82,0.02,,5.81,0.04,,N,N,N,,N,N,,HR  5934,15 57 40.4639,-20 58 59.094,9.0,9.0,3.7699999809265137,2.9800000190734863,90.0,A,O,2007A&A...474..653V,Cepheid,B3V,C,,1988MSS...C04....0H,2MASS J15574046-2058591
2MASS J15574250-2226055,,M3,14,M3,,,out,11.02,0.02,,,,out,11.02,0.03,,,,nodet,11.21,0.03,,11.03,0.02,,10.85,0.11,,,,nodet,N,N,,N,N,,,2MASS J15574250-2226055,15 57 42.500,-22 26 05.52,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,*inAssoc,M3,D,,2009A&A...504..981B,2MASS J15574250-2226055
2MASS J15574661-2229203,,M3,14,M3,,,out,10.14,0.02,,,,out,10.1,0.03,,9.78,0.1,,10.31,0.02,,10.16,0.02,,10.0,0.07,,,,nodet,N,N,N,N,N,,,2MASS J15574661-2229203,15 57 46.618,-22 29 20.27,7.0,7.0,65.0,16.0,0.0,B,O,2003yCat.1289....0Z,*inAssoc,M3,D,,2009A&A...504..981B,2MASS J15574661-2229203
2MASS J15574757-2444121,,M4,17,M4,,,out,,,out,,,out,,,out,,,out,11.88,0.02,,11.65,0.03,,,,false,,,nodet,,,,N,,,,2MASS J15574757-2444121,15 57 47.575,-24 44 12.16,7.0,7.0,70.0,60.0,0.0,B,I,2003yCat.2246....0C,pMS*,M4,D,,2008ApJ...688..377S,2MASS J15574757-2444121
2MASS J15575002-2305094,RX J1557.8-2305,M0,3,M0,,,out,9.12,0.02,,,,out,9.07,0.03,,9.09,0.08,,9.13,0.02,,9.1,0.02,,8.97,0.03,,,,nodet,N,N,N,N,N,,,2MASS J15575002-2305094,15 57 50.029,-23 05 09.42,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M0,,,2007ApJ...669.1072E,2MASS J15575002-2305094
2MASS J15575934-3143442,"HD 142851,HIP 78196",A0V,8,A0V,,,out,7.06,0.02,,,,out,7.16,0.03,,7.12,0.04,,7.1,0.03,,7.07,0.02,,7.12,0.02,,7.3,0.1,,N,N,N,N,N,N,,HD 142851,15 57 59.3445,-31 43 44.153,9.0,9.0,6.230000019073486,4.909999847412109,90.0,A,O,2007A&A...474..653V,Star,A0V,C,,,2MASS J15575934-3143442
2MASS J15580815-2405529,RX J1558.1-2405A,K4,3,K4,,,out,8.82,0.02,,,,out,8.77,0.03,,8.91,0.06,,8.88,0.03,,8.84,0.02,,8.84,0.04,,,,nodet,N,N,N,N,N,,,2MASS J15580815-2405529,15 58 08.155,-24 05 52.97,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,YSO,K4,,,2006ApJ...651L..49C,2MASS J15580815-2405529
2MASS J15581136-1416454,"HD 142983,HIP 78207,48 Lib",B8Ia/Iab,1,B8Ia/Iab,,,out,4.12,0.02,,,,out,3.66,0.03,,2.34,0.04,,4.35,0.08,,,,err,3.25,0.02,,2.48,0.03,,Y,Y,Y,,Y,Y,Be,*  48 Lib,15 58 11.3686,-14 16 45.689,9.0,9.0,2.200000047683716,1.840000033378601,90.0,A,O,2007A&A...474..653V,Be*,B8Ia/Iab,D,,1988MSS...C04....0H,2MASS J15581136-1416454
2MASS J15581270-2328364,RX J1558.2-2328,"G2,G9V","3,5",G6,,,out,7.97,0.02,,,,out,7.94,0.03,,6.74,0.04,,7.93,0.03,,7.97,0.02,,7.85,0.03,,6.75,0.08,,N,N,Y,N,N,Y,debris/ev trans,2MASS J15581270-2328364,15 58 12.7047,-23 28 36.502,8.0,8.0,43.88999938964844,38.70000076293945,89.0,B,,1998A&A...335L..65H,pMS*,G9V,C,,2006A&A...460..695T,2MASS J15581270-2328364
2MASS J15582054-1837252,HD 142987,"G3/6,G3","1,4",G3,,,out,7.5,0.02,,,,out,7.44,0.03,,7.39,0.04,,7.43,0.03,,7.44,0.02,,7.39,0.02,,7.41,0.13,,N,N,N,N,N,N,,HD 142987,15 58 20.557,-18 37 24.80,7.0,7.0,118.88999938964844,117.3499984741211,89.0,B,,1988A&AS...74..449R,Star,G5,D,,1988MSS...C04....0H,2MASS J15582054-1837252
2MASS J15582337-2151588,,M4.75,17,M4.75,,,out,,,out,,,out,,,out,,,out,11.08,0.02,,10.85,0.02,,10.66,0.11,,,,false,,,,N,N,,,2MASS J15582337-2151588,15 58 23.375,-21 51 58.85,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M4.75,D,,2008ApJ...688..377S,2MASS J15582337-2151588
2MASS J15582930-2124039,"HD 142989,HIP 78233","F2/F3IV/V,F0IV","1,9",F0IV,,,out,7.68,0.02,,,,out,7.67,0.03,,7.71,0.04,,7.63,0.02,,7.66,0.02,,7.67,0.02,,7.69,0.18,,N,N,N,N,N,N,,HD 142989,15 58 29.3069,-21 24 04.018,9.0,9.0,13.260000228881836,10.25,90.0,A,O,2007A&A...474..653V,Star,F2/F3IV/V,D,,1988MSS...C04....0H,2MASS J15582930-2124039
2MASS J15582981-2310077,UScoCTIO 33,M3,14,M3,,,out,10.03,0.02,,,,out,9.15,0.03,,6.16,0.04,,10.77,0.02,,10.16,0.02,,8.2,0.03,,6.23,0.05,,Y,Y,Y,Y,Y,Y,full,2MASS J15582981-2310077,15 58 29.813,-23 10 07.72,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,*inAssoc,M3,D,,2009A&A...504..981B,2MASS J15582981-2310077
2MASS J15583162-2402538,,M4.5,19,M4.5,,,out,,,out,,,out,,,out,,,out,11.95,0.03,,11.68,0.03,,,,false,,,nodet,,,,N,,,,2MASS J15583162-2402538,15 58 31.626,-24 02 53.86,7.0,7.0,70.0,60.0,0.0,B,I,2003yCat.2246....0C,pMS*,M4.5,D,,2006AJ....131.3016S,2MASS J15583162-2402538
2MASS J15583487-2449531,"HD 142990,HIP 78246,V913 Sco",B5V,1,B5V,,,out,5.71,0.02,,,,out,5.81,0.03,,5.78,0.04,,5.66,0.05,,,,err,5.78,0.02,,5.78,0.04,,N,N,N,,N,N,,V* V913 Sco,15 58 34.8663,-24 49 53.362,9.0,9.0,2.549999952316284,1.9299999475479126,63.0,A,O,2007A&A...474..653V,RotV*,B5V,D,,1988MSS...C04....0H,2MASS J15583487-2449531
2MASS J15583598-2348136,UScoCTIO 80B,M4,18,M4,,,out,,,out,,,out,,,out,,,out,11.84,0.04,bl,11.6,0.03,bl,,,false,,,nodet,,,,N,,,,UScoCTIO  80,15 58 35.983,-23 48 13.69,7.0,7.0,70.0,60.0,89.0,B,I,2003yCat.2246....0C,*inAssoc,,,,,2MASS J15583598-2348136
2MASS J15583621-2348018,UScoCTIO 80A,M3,15,M3,,,out,,,out,,,out,,,out,,,out,10.0,0.02,,9.82,0.02,,9.71,0.05,,,,nodet,,,,N,N,,,UCAC3 133-177729,15 58 36.214,-23 48 01.97,7.0,7.0,52.0,49.0,0.0,B,O,2012yCat.1322....0Z,Star,,,,,2MASS J15583621-2348018
2MASS J15583692-2257153,"HD 143006,V1149 Sco",G6/G8,1,G7,6.03,0.02,,5.7,0.02,,,,out,4.8,0.03,,0.81,0.04,,5.82,0.05,,,,err,4.06,0.02,,1.31,0.02,,Y,Y,Y,,Y,Y,full,HD 143006,15 58 36.913,-22 57 15.25,7.0,7.0,34.0,28.0,0.0,B,O,2000A&A...355L..27H,Orion_V*,G7,C,,,2MASS J15583692-2257153
2MASS J15584772-1757595,,"K3,K5","4,20",K4,8.16,0.02,,8.2,0.02,,,,out,8.18,0.03,,7.74,0.04,,8.29,0.03,,8.26,0.02,,8.06,0.03,,7.5,0.14,,N,N,Y,N,N,N,debris/ev trans,2MASS J15584772-1757595,15 58 47.721,-17 57 59.68,7.0,7.0,15.0,15.0,90.0,B,O,2003yCat.1289....0Z,TTau*,K5,D,,2006AJ....132..866R,2MASS J15584772-1757595
2MASS J15584813-2141338,,M5.5,17,M5.5,,,out,,,out,,,out,,,out,,,out,12.33,0.02,,12.05,0.03,,,,false,,,nodet,,,,N,,,,2MASS J15584813-2141338,15 58 48.132,-21 41 33.88,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M5.5,D,,2008ApJ...688..377S,2MASS J15584813-2141338
2MASS J15585111-2606507,"HD 143018,HIP 78265,pi Sco",B1V+B2V,1,B1V,,,out,3.5,0.02,,,,out,3.63,0.03,,3.39,0.09,,3.51,0.11,,,,err,3.47,0.02,,,,false,N,N,N,,N,,,* pi. Sco,15 58 51.1132,-26 06 50.788,9.0,9.0,6.849999904632568,6.480000019073486,90.0,A,O,2007A&A...474..653V,EB*betLyr,B1V+B2:V:,C,,1967ApJ...147.1003G,2MASS J15585111-2606507
2MASS J15585351-2512334,RX J1558.8-2512,M1,3,M1,,,out,,,out,,,out,,,out,,,out,9.48,0.02,,9.41,0.02,,9.3,0.04,,,,nodet,,,,N,N,,,2MASS J15585351-2512334,15 58 53.520,-25 12 33.41,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M1,,,2007ApJ...669.1072E,2MASS J15585351-2512334
2MASS J15590208-1844142,,"K6,K7","4,20",K6.5,,,out,,,out,,,out,,,out,,,out,7.93,0.02,,7.88,0.02,,7.75,0.02,,7.26,0.12,,,,,N,N,N,,2MASS J15590208-1844142,15 59 02.086,-18 44 14.25,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,TTau*,K7,D,,2006AJ....132..866R,2MASS J15590208-1844142
2MASS J15591135-2338002,UScoCTIO 128,"M7,M7,M6.5","18,21,2",M7,,,out,,,out,,,out,,,out,8.65,0.06,,12.8,0.03,,12.16,0.03,,10.58,0.09,,8.73,0.39,,,,Y,Y,Y,,full,2MASS J15591135-2338002,15 59 11.359,-23 38 00.24,7.0,7.0,70.0,70.0,90.0,B,I,2003yCat.2246....0C,brownD*,M7,D,,,2MASS J15591135-2338002
2MASS J15591244-2236502,,M5,14,M5,,,out,,,out,,,out,,,out,,,out,11.59,0.03,,11.33,0.03,,11.16,0.15,,,,nodet,,,,N,N,,,2MASS J15591244-2236502,15 59 12.446,-22 36 50.22,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,*inAssoc,M5,D,,2009A&A...504..981B,2MASS J15591244-2236502
2MASS J15591839-2210430,,M4,14,M4,,,out,9.67,0.02,,,,out,9.64,0.03,,9.23,0.08,,9.9,0.03,,9.68,0.02,,9.53,0.05,,,,false,N,N,N,N,N,,,2MASS J15591839-2210430,15 59 18.392,-22 10 43.13,7.0,7.0,52.0,40.0,0.0,B,O,2003yCat.1289....0Z,*inAssoc,M4,D,,2009A&A...504..981B,2MASS J15591839-2210430
2MASS J15592591-2305081,UScoCTIO 67,"M5.5,M6,M5.5","18,14,2",M5.5,,,out,,,out,,,out,,,out,10.6,0.32,,11.35,0.02,,11.09,0.02,,10.97,0.12,,,,nodet,,,,N,N,,,2MASS J15592591-2305081,15 59 25.919,-23 05 08.20,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M6,D,,2009A&A...504..981B,2MASS J15592591-2305081
2MASS J15594366-2014396,UScoCTIO 130,M6.5,2,M6.5,,,out,,,out,,,out,,,out,,,nodet,12.8,0.03,,12.46,0.03,,,,nodet,,,nodet,,,,N,,,,2MASS J15594366-2014396,15 59 43.665,-20 14 39.61,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M7.5,D,,,2MASS J15594366-2014396
2MASS J15594439-1928191,,M6.5,2,M6.5,,,out,,,out,,,out,,,out,,,out,12.93,0.03,,12.73,0.03,,,,false,,,nodet,,,,N,,,,2MASS J15594439-1928191,15 59 44.392,-19 28 19.17,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J15594439-1928191
2MASS J15594802-2227162,,M7.5,19,M7.5,12.7,0.02,,12.59,0.02,,12.59,0.03,,12.57,0.04,,,,nodet,12.94,0.03,,12.63,0.03,,,,nodet,,,nodet,N,N,,N,,,,2MASS J15594802-2227162,15 59 48.021,-22 27 16.29,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M7.5,D,,2006AJ....131.3016S,2MASS J15594802-2227162
2MASS J15594970-2301576,UScoCTIO 79,M5.5,2,M5.5,,,out,,,out,,,out,,,out,,,out,11.62,0.03,,11.37,0.02,,11.13,0.15,,,,nodet,,,,N,N,,,2MASS J15594970-2301576,15 59 49.70,-23 01 57.6,6.0,6.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,*inAssoc,,,,,2MASS J15594970-2301576
2MASS J15594989-2555584,RX J1559.8-2556,M2,3,M2,,,out,,,out,,,out,,,out,,,out,9.39,0.02,,9.3,0.02,,9.14,0.04,,,,false,,,,N,N,,,2MASS J15594989-2555584,15 59 49.895,-25 55 58.46,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M2,D,,2000A&A...356..541K,2MASS J15594989-2555584
2MASS J15595868-1836520,,M5.5,17,M5.5,,,out,,,out,,,out,,,out,,,out,12.2,0.03,,11.88,0.03,,11.64,0.25,,,,nodet,,,,N,,,,2MASS J15595868-1836520,15 59 58.687,-18 36 52.00,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M5.5,D,,2008ApJ...688..377S,2MASS J15595868-1836520
2MASS J15595995-2220367,Sco PMS 19,M1,12,M1,,,out,8.43,0.02,,,,out,8.35,0.03,,,,out,8.49,0.02,,8.41,0.02,,8.28,0.03,,8.16,0.26,,N,N,,N,N,,,V* V1150 Sco,15 59 59.955,-22 20 36.77,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,BYDra,M1,D,,,2MASS J15595995-2220367
2MASS J16000078-2509423,RX J1600.0-2509,G0,3,G0,,,out,8.76,0.02,,,,out,8.76,0.03,,8.53,0.06,,8.75,0.02,,8.77,0.02,,8.7,0.03,,,,false,N,N,N,N,N,,,2MASS J16000078-2509423,16 00 00.7751,-25 09 42.414,8.0,8.0,41.540000915527344,32.060001373291016,90.0,B,,1998A&A...335L..65H,pMS*,G0,D,,1999AJ....117.2381P,2MASS J16000078-2509423
2MASS J16000713-2224066,,M4,14,M4,,,out,,,out,,,out,,,out,,,out,12.43,0.03,,12.24,0.03,,,,false,,,nodet,,,,N,,,,2MASS J16000713-2224066,16 00 07.138,-22 24 06.63,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,*inAssoc,M4,D,,2009A&A...504..981B,2MASS J16000713-2224066
2MASS J16001330-2418106,RX J1600.2-2417,M0,3,M0,,,out,9.33,0.02,,,,out,9.27,0.03,,8.69,0.04,,9.36,0.03,,9.32,0.02,,9.22,0.04,,,,nodet,N,N,Y,N,N,,debris/ev trans,2MASS J16001330-2418106,16 00 13.304,-24 18 10.63,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M0,,,2008ApJ...679..762K,2MASS J16001330-2418106
2MASS J16001567-2231580,,M4,2,M4,,,out,,,out,,,out,,,out,,,out,10.25,0.02,,10.07,0.02,,9.9,0.06,,,,false,,,,N,N,,,2MASS J16001567-2231580,16 00 15.679,-22 31 58.05,7.0,7.0,60.0,60.0,163.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16001567-2231580
2MASS J16001610-1726071,,M6.5,2,M6.5,,,out,,,out,,,out,,,out,,,out,13.09,0.03,,12.81,0.03,,11.85,0.28,,,,nodet,,,,N,,,,2MASS J16001610-1726071,16 00 16.104,-17 26 07.17,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16001610-1726071
2MASS J16001730-2236504,,M4,2,M4,,,out,,,out,,,out,,,out,,,out,9.54,0.02,,9.27,0.02,,11.09,0.29,,,,nodet,,,,Y?,,,full?,2MASS J16001730-2236504,16 00 17.301,-22 36 50.46,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,Star,,,,,2MASS J16001730-2236504
2MASS J16001844-2230114,,"M3,M4.5","14,2",M4.5,,,out,,,out,,,out,,,out,,,out,10.11,0.02,,9.5,0.02,,6.68,0.02,,4.05,0.03,,,,,Y,Y,Y,full,2MASS J16001844-2230114,16 00 18.430,-22 30 11.42,7.0,7.0,31.0,24.0,90.0,B,O,2003yCat.1289....0Z,*inAssoc,M3,D,,2009A&A...504..981B,2MASS J16001844-2230114
2MASS J16001944-2256287,UScoCTIO 131,"M8,M7","16,2",M7,,,out,,,out,,,out,,,out,,,nodet,13.24,0.03,,12.9,0.03,,,,nodet,,,nodet,,,,N,,,,2MASS J16001944-2256287,16 00 19.443,-22 56 28.77,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M8,D,,,2MASS J16001944-2256287
2MASS J16002000-2237180,"HD 143275,HIP 78401,delta Sco",B0.2IV,1,B0.2IV,,,out,,,out,,,out,,,out,,,out,2.45,0.45,,,,err,0.81,0.01,,0.59,0.02,,,,,,Y,Y,Be,* del Sco,16 00 20.0052,-22 37 18.143,9.0,9.0,8.869999885559082,6.239999771118164,90.0,A,O,2007A&A...474..653V,Be*,B0.2IVe,C,,,2MASS J16002000-2237180
2MASS J16002323-2329595,,M6.5+M6.5,2,M6.5,,,out,,,out,,,out,,,out,,,out,12.95,0.03,,12.48,0.03,,11.01,0.13,,,,nodet,,,,Y,Y,,full,2MASS J16002323-2329595,16 00 23.239,-23 29 59.51,7.0,7.0,70.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16002323-2329595
2MASS J16002631-2259412,UScoCTIO 53,"M5,M5,M5","18,14,2",M5,,,out,,,out,,,out,,,out,10.4,0.21,,11.12,0.03,,10.88,0.02,,10.63,0.09,,,,nodet,,,N,N,N,,,2MASS J16002631-2259412,16 00 26.311,-22 59 41.29,7.0,7.0,70.0,60.0,97.0,B,I,2003yCat.2246....0C,brownD*,M5,D,,,2MASS J16002631-2259412
